Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Current job role,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
69bc08e32131d4196f49ab08,697a671d45ca1c6f0009a20b,APPROVED,Not Applicable,2026-03-19T14:32:07.240000Z,2026-03-19T14:41:03.680000Z,2026-03-20T05:58:07.713000Z,2026-03-19T14:41:04.079414Z,537.0,CO7GMO3N,43,Software Engineer / Developer,"Catalan, English",31,Male,White,Spain,Spain,Spain,Spanish,No,Part-Time
69bc0ccb2253e492ab3f6020,60cb81ee72d6d25831947f27,APPROVED,Not Applicable,2026-03-19T14:48:48.599000Z,2026-03-19T15:02:20.158000Z,2026-03-20T05:58:07.990000Z,2026-03-19T15:02:20.514088Z,812.0,CO7GMO3N,500,Software Engineer / Developer,"English, Spanish",31,Male,Mixed,Colombia,United States,Colombia,Spanish,No,Part-Time
69bc0da0c54720128f28c4cc,695faffc1c520509cbca165d,APPROVED,Not Applicable,2026-03-19T14:52:18.962000Z,2026-03-19T14:57:09.679000Z,2026-03-20T05:58:08.330000Z,2026-03-19T14:57:10.155562Z,291.0,CO7GMO3N,280,Software Engineer / Developer,English,43,Male,Black,United States,United States,United States,English,No,Part-Time
69bc10ba4c96c03c89f8de0a,697b13d32d24e6808efa755a,APPROVED,Not Applicable,2026-03-19T15:05:38.737000Z,2026-03-19T15:11:56.729000Z,2026-03-20T05:58:08.725000Z,2026-03-19T15:11:57.162376Z,378.0,CO7GMO3N,31,Software Engineer / Developer,"Catalan, English, Spanish, Russian",49,Female,White,Russian Federation,Spain,Spain,Russian,No,Full-Time
69bc11cc102bdbf7df295403,698093976f2d788ffaf8c1ba,APPROVED,Not Applicable,2026-03-19T15:10:42.296000Z,2026-03-19T15:20:31.301000Z,2026-03-20T05:58:09.079000Z,2026-03-19T15:20:31.685654Z,590.0,CO7GMO3N,3,Software Engineer / Developer,"English, Portuguese, Spanish",32,Male,Mixed,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
69bc1576e122e20a0f306191,68d45db6d7a5297c025dbdf0,APPROVED,Not Applicable,2026-03-19T15:26:36.782000Z,2026-03-19T15:44:07.243000Z,2026-03-20T05:58:09.390000Z,2026-03-19T15:44:07.637976Z,1051.0,CO7GMO3N,16,Software Engineer / Developer,English,35,Male,Black,Nigeria,Germany,Nigeria,English,No,Part-Time
69bc1c27e9cc61f38ce603ff,699d85c1a95fa30c50392b80,APPROVED,Not Applicable,2026-03-19T15:54:18.107000Z,2026-03-19T15:59:50.373000Z,2026-03-20T05:58:09.666000Z,2026-03-19T15:59:50.738826Z,333.0,CO7GMO3N,21,Software Engineer / Developer,"Dutch, English",21,Male,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,Part-Time
69bc22372240a14362ed12c5,69a43403b0a480ceec7cafef,APPROVED,Not Applicable,2026-03-19T16:20:10.900000Z,2026-03-19T16:28:12.198000Z,2026-03-20T05:58:09.936000Z,2026-03-19T16:28:27.835235Z,482.0,CO7GMO3N,37,Software Engineer / Developer,"Catalan, English",20,Male,White,Spain,Spain,Spain,Spanish,Yes,Part-Time
69bc2480a6a4f92cbc0700f3,69b2203dda16be6a87accea7,APPROVED,Not Applicable,2026-03-19T16:29:56.288000Z,2026-03-19T16:49:43.788000Z,2026-03-20T05:58:10.234000Z,2026-03-19T16:49:44.196827Z,1188.0,CO7GMO3N,60,Software Engineer / Developer,English,39,Male,White,United States,United States,United States,English,No,Full-Time
69bc25ff20f87623d49594d3,69aecacbe47dd73b9e53b7bf,APPROVED,Not Applicable,2026-03-19T16:36:18.098000Z,2026-03-19T16:38:53.244000Z,2026-03-20T05:58:11.460000Z,2026-03-19T16:38:53.620482Z,156.0,CO7GMO3N,8,Software Engineer / Developer,"English, French, Chinese",23,Male,Asian,Canada,Canada,Canada,English,Yes,Part-Time
69bc2825345ae3d3742610a7,697a6d8520bc90a47b6ae52d,APPROVED,Not Applicable,2026-03-19T16:45:25.977000Z,2026-03-19T16:49:04.327000Z,2026-03-20T05:58:11.748000Z,2026-03-19T16:49:05.192054Z,219.0,CO7GMO3N,5,Software Engineer / Developer,"English, Italian",46,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time
69bc3085daa8b87935212fc4,66ca0a6b19da058b82d8637d,APPROVED,Not Applicable,2026-03-19T17:22:44.968000Z,2026-03-19T17:33:24.037000Z,2026-03-20T05:58:12.053000Z,2026-03-19T17:33:24.516791Z,640.0,CO7GMO3N,618,Software Engineer / Developer,"English, Spanish",24,Male,White,Argentina,Spain,Argentina,Spanish,Yes,Part-Time
69bc3213f93bdeb087ef3ef9,697a4923586eec9f8feaa32a,APPROVED,Not Applicable,2026-03-19T17:27:52.693000Z,2026-03-19T17:35:21.129000Z,2026-03-20T05:58:12.345000Z,2026-03-19T17:35:21.591285Z,449.0,CO7GMO3N,39,Software Engineer / Developer,English,38,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
69bc3d5367eb102f70fd9901,69a8fa927dd47003c95a7918,APPROVED,Not Applicable,2026-03-19T18:15:51.801000Z,2026-03-19T18:26:00.705000Z,2026-03-20T05:58:12.656000Z,2026-03-19T18:26:01.530224Z,609.0,CO7GMO3N,16,Software Engineer / Developer,English,31,Male,Black,Nigeria,Canada,Nigeria,English,No,Full-Time
69bc401a43837e90e30d50d0,6980952429ef3b81f9ac8fe6,APPROVED,Not Applicable,2026-03-19T18:27:53.548000Z,2026-03-19T18:35:23.908000Z,2026-03-20T05:58:12.944000Z,2026-03-19T18:35:24.311155Z,451.0,CO7GMO3N,20,Software Engineer / Developer,English,30,Male,Other,Turkey,Sweden,Turkey,Turkish,No,Full-Time
69bc4b7a8282e78c7b08b4f4,67e6d95caeb80b1ecfef3067,APPROVED,Not Applicable,2026-03-19T19:16:15.266000Z,2026-03-19T19:23:48.525000Z,2026-03-20T05:58:13.311000Z,2026-03-19T19:23:49.147737Z,454.0,CO7GMO3N,263,Software Engineer / Developer,English,32,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69bbce2e418260a21df1971a,693d1cf8a9274ec6de7a1702,RETURNED,Not Applicable,2026-03-19T10:21:45.338000Z,2026-03-19T10:27:58.188000Z,,2026-03-19T10:27:58.517000Z,,CO7GMO3N,445,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
69bc2aff4cac2f9e2f9d6cce,69b4a90bae7375dbbb8fe6e4,RETURNED,Not Applicable,2026-03-19T16:57:41.150000Z,,,,,,2,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
69bc31a1dd0943a5eabb780f,5ed09122e72e41176e70b187,RETURNED,Not Applicable,2026-03-19T17:26:01.252000Z,,,,,,31,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
69bc3245400cea45fa33d204,69727cf7d635bc210f0f7ca0,RETURNED,Not Applicable,2026-03-19T17:28:37.392000Z,,,,,,41,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
